OCID,CONTRACT_TITLE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY
327,CONSTRUCCION DE LA OBRA CIVIL Y ELECTROMECANICA CON SUMINISTRO Y ELABORACION PARCIAL DE INGENIERIA DE SUBESTACIONES Y LINEAS DE TRANSMISION SE TRACCION 5 SE MANIOBRAS 5 MVAR ATF 5 ATI 9A ATI 9B ATI 10 Y LT MANIOBRAS 5 ENTQ TULUM AKUMAL DOS LT PLAYA DEL CARMEN MANIOBRAS CORRESPONDIENTES AL SET 05 DE LAS OBRAS DE ELECTRIFICACION Y CONEXION A LA RED NACIONAL DE TRANSMISION DEL TRAMO 5 QUE VA DE CANCUN A TULUM Y TRAMO 6 QUE VA DE TULUM A CHETUMAL DEL PROYECTO TREN MAYA MISMAS QUE SE LOCALIZARAN EN EL ESTADO DE QUINTANA ROO,Invitación a cuando menos tres personas,COMISION FEDERAL DE ELECTRICIDAD,ELECTRO SERVICIOS HR SA DE CV,2023-01-06,2024-01-10,1023480357,MXN
328,"FTM 5.1 AMPLIACIÓN DE LA SUBESTACIÓN INSURGENTES, DEL PROYECTO FONATUR TREN MAYA, EN EL TRAMO 6, DE LA ZONA DE DISTRIBUCIÓN CHETUMAL, EN EL ESTADO DE QUINTANA ROO",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"GYA CONSTRUCTORES ELECTRICOS, S.A. DE C.V.",2023-01-01,2023-03-31,7710068.53,MXN
329,"FTM 3.3 CONSTRUCCIÓN DE REDES ELÉCTRICAS DE MEDIA TENSIÓN, PARA BRINDAR SERVICIO A ESTACIÓN Y BASE, DEL PROYECTO FONATUR TREN MAYA, EN EL TRAMO 4, DE LA ZONA DE DISTRIBUCIÓN CANCÚN, EN EL ESTADO DE QUINTANA ROO",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"CONSTRUCTORA VIMERO, S.A. DE C.V. ",2023-02-09,2023-05-30,4268716.41,MXN
330,"FTM 3.2 CONSTRUCCIÓN DE REDES ELÉCTRICAS DE MEDIA TENSIÓN, PARA BRINDAR SERVICIO A COCHERAS Y CASETAS DE CONTROL, DEL PROYECTO FONATUR TREN MAYA, EN EL TRAMO 4, DE LA ZONA DE DISTRIBUCIÓN CANCÚN, EN EL ESTADO DE QUINTANA ROO",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"CONSTRUCTORA VIMERO, S.A. DE C.V.",2023-02-09,2023-05-30,2448900.23,MXN
331,"FTM 2.2 CONSTRUCCIÓN DE REDES ELÉCTRICAS DE MEDIA TENSIÓN, PARA BRINDAR SERVICIO A COCHERA, PARADERO Y CASETAS DE CONTROL, DEL PROYECTO FONATUR TREN MAYA, EN EL TRAMO 2, DE LA ZONA DE DISTRIBUCIÓN CAMPECHE, EN EL ESTADO DE CAMPECHE",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"AESA AEREA ELECTRIFICACIONES, S.A. DE C.V. / SYSTEM OF ENERGY, S.A. DE C.V.",2023-02-09,2023-05-30,6826812.25,MXN
332,"FTM 2.1 CONSTRUCCIÓN DE REDES ELÉCTRICAS DE MEDIA TENSIÓN, PARA BRINDAR SERVICIO A ESTACIONES, PARADEROS, CASETAS DE CONTROL, BASE DE MANTENIMIENTO Y EDIFICIO, DEL PROYECTO FONATUR TREN MAYA, EN EL TRAMO 2 Y 3, EN EL ÁMBITO DE LA ZONA DE DISTRIBUCIÓN CAMPECHE, EN EL ESTADO DE CAMPECHE",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"INTEGRACION DE SOLUCIONES ELECTRICAS Y DE MANTENIMIENTO INTELICAM, S.A. DE C.V.",2023-02-09,2023-04-09,7681776.99,MXN
333,"PHD YUCATÁN FTM. - CONSTRUCCIÓN DE CRUCES DE PERFORACIÓN HORIZONTAL DIRIGIDA PARA REDES ELÉCTRICAS DE MEDIA TENSIÓN, DEL PROYECTO FONATUR TREN MAYA, EN EL TRAMO 3 Y 4, EN EL ÁMBITO DE LA ZONA DE DISTRIBUCIÓN MÉRIDA, MOTUL Y TIZIMÍN, EN EL ESTADO DE YUCATÁN",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"SERVICIOS ELECTROMECANICOS COPROMAN, S.A. DE C.V. ",2023-01-01,2023-03-31,10799824.63,MXN
334,"FTM 1.5 OBRA CIVIL EN LA SUBESTACIÓN KANASÍN, DEL PROYECTO FONATUR TREN MAYA, EN EL TRAMO 3, DE LA ZONA DE DISTRIBUCIÓN MÉRIDA, EN EL ESTADO DE YUCATÁN",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"ELECTRO SERVICIOS HR, S.A. DE C.V.",2023-02-09,2023-04-09,8737273.25,MXN
335,ADQUISICIÓN DE ACCESORIOS SUBTERRANEOS PARA TREN MAYA,Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"RTE DE MEXICO, SA DE CV",2023-03-01,2023-04-30,428805.6,MXN
336,"SERVICIO DE TRASLADO MATERIALES ELÉCTRICOS Y TRANSFORMADORES DE POTENCIA, PARA ATENDER LOS PROYECTOS EJECUTIVOS EN ATENCIÓN A CASETAS, PARADEROS, ESTACIONES, BASES DE MANTENIMIENTO, TALLERES, COCHERAS Y EDIFICIOS SEDENA A LO LARGO DE LA TRAYECTORIA DEL ""TREN MAYA, PARA LA DIVISIÓN PENINSULAR",Adjudicación directa,COMISION FEDERAL DE ELECTRICIDAD,"VGL LOGÍSTICA Y SOLUCIONES INTEGRALES, S.A. DE C.V. ",2023-05-15,2023-06-12,386280,MXN
337,"SERVICIO DE TRASLADO MATERIALES ELÉCTRICOS Y TRANSFORMADORES DE POTENCIA, PARA ATENDER LOS PROYECTOS EJECUTIVOS EN ATENCIÓN A CASETAS, PARADEROS, ESTACIONES, BASES DE MANTENIMIENTO, TALLERES, COCHERAS Y EDIFICIOS SEDENA A LO LARGO DE LA TRAYECTORIA DEL ""TREN MAYA, PARA LA DIVISIÓN PENINSULAR",Adjudicación directa,COMISION FEDERAL DE ELECTRICIDAD,"TRANSPORTES Y MANIOBRAS CRUZ, S.A. DE C.V.",2023-05-15,2023-12-31,58000,MXN
338,"SERVICIO DE TRASLADO MATERIALES ELÉCTRICOS Y TRANSFORMADORES DE POTENCIA, PARA ATENDER LOS PROYECTOS EJECUTIVOS EN ATENCIÓN A CASETAS, PARADEROS, ESTACIONES, BASES DE MANTENIMIENTO, TALLERES, COCHERAS Y EDIFICIOS SEDENA A LO LARGO DE LA TRAYECTORIA DEL ""TREN MAYA, PARA LA DIVISIÓN PENINSULAR",Adjudicación directa,COMISION FEDERAL DE ELECTRICIDAD,RICARDO DE JESÚS FERNANDEZ DE LEON,2023-05-15,2023-06-12,277659.55,MXN
339,"SERVICIO DE TRASLADO MATERIALES ELÉCTRICOS Y TRANSFORMADORES DE POTENCIA, PARA ATENDER LOS PROYECTOS EJECUTIVOS EN ATENCIÓN A CASETAS, PARADEROS, ESTACIONES, BASES DE MANTENIMIENTO, TALLERES, COCHERAS Y EDIFICIOS SEDENA A LO LARGO DE LA TRAYECTORIA DEL ""TREN MAYA, PARA LA DIVISIÓN PENINSULAR",Adjudicación directa,COMISION FEDERAL DE ELECTRICIDAD,JOSE ALBERTO ZEPEDA REYES,2023-05-15,2023-06-12,81200,MXN
340,"SERVICIO DE TRASLADO MATERIALES ELÉCTRICOS Y TRANSFORMADORES DE POTENCIA, PARA ATENDER LOS PROYECTOS EJECUTIVOS EN ATENCIÓN A CASETAS, PARADEROS, ESTACIONES, BASES DE MANTENIMIENTO, TALLERES, COCHERAS Y EDIFICIOS SEDENA A LO LARGO DE LA TRAYECTORIA DEL ""TREN MAYA, PARA LA DIVISIÓN PENINSULAR ",Adjudicación directa,COMISION FEDERAL DE ELECTRICIDAD,"CONSTRUCTORA BIORURAL, S.A. DE C.V.",2023-05-15,2023-06-12,568400,MXN
341,"FTM 2.3 AMPLIACIÓN DE LAS SUBESTACIONES ESCÁRCEGA Y KALA, DEL PROYECTO FONATUR TREN MAYA, EN EL TRAMO 2, DE LA ZONA DE DISTRIBUCIÓN CAMPECHE, EN EL ESTADO DE CAMPECHE",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"DISTRIBUCIONES Y SISTEMAS ELECTROMECANICOS DE MERIDA, S.A. DE C.V. ",2023-03-01,2023-04-29,2568084.82,MXN
342,"FTM 1.4 CONSTRUCCIÓN DE REDES ELÉCTRICAS DE MEDIA TENSIÓN, PARA BRINDAR SERVICIO A ESTACIONES, CASETAS DE CONTROL Y BASE DE MANTENIMIENTO, DEL PROYECTO FONATUR TREN MAYA, EN EL TRAMO 4, DE LA ZONA DE DISTRIBUCIÓN TIZIMÍN",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"AESA AEREA ELECTRIFICACIONES, S.A. DE C.V. / SYSTEM OF ENERGY, S.A. DE C.V.",2023-02-09,2023-05-30,10413852.1,MXN
343,CONSTRUCCION DE LA OBRA CIVIL Y ELECTROMECANICA CON SUMINISTRO Y ELABORACION PARCIAL DE INGENIERIA DE SUBESTACIONES Y LINEAS DE TRANSMISION SE TRACCION 6 SE MANIOBRAS 6 ATF 6 ATI 11 ATI 12 LT POLYUC II MANIOBRAS 6 LT POLYUC II ENTQ TICUL II XUL HA Y OBRAS DE REFUERZO CORRESPONDIENTES AL SET 06 DE LAS OBRAS DE ELECTRIFICACION Y CONEXION A LA RED NACIONAL DE TRANSMISION DEL TRAMO 6 QUE VA DE TULUM A CHETUMAL,Invitación a cuando menos tres personas,COMISION FEDERAL DE ELECTRICIDAD,ELECTRO SERVICIOS HR SA DE CV,2022-12-12,2024-01-15,1721499997,MXN
344," CONSTRUCCIÓN DE LA OBRA CIVIL Y ELECTROMECÁNICA PARA LAS CANALIZACIONES E INTERCONEXIÓN DEL SISTEMA DE CATENARIA DEL PROYECTO TREN MAYA, TRAMO 4, CON LAS SUBESTACIONES ATI-3, SET-2, ATI-4, ATF-2, ATI-6, ATF-3 Y ATI-7A, Y ALIMENTACIÓN PROVISIONAL DE SERVICIOS PROPIOS, MISMA QUE SE LLEVARÁ A CABO EN LOS ESTADOS DE YUCATÁN Y QUINTANA ROO",Adjudicación directa,COMISION FEDERAL DE ELECTRICIDAD,CONSTRUCCIONES ROCHA S.A. DE C.V.,2023-08-28,2023-10-26,97397821.88,MXN
345,SERVICIO DE ESPACIO PUBLICITARIO DE DIFUSIÓN EN MEDIO IMPRESO (PERIÓDICO) A NIVEL NACIONAL PARA FONATUR TREN MAYA,Adjudicación directa,"FONATUR Tren Maya, S.A. de C.V.",DEMOS DESARROLLO DE MEDIOS SA DE CV,2022-05-18,2022-07-31,587520,MXN
346,"SERVICIO DE ACARREO DE MATERIALES PARA TRABAJOS DEL CONVENIO PARA LLEVAR SOLUCIONES DE VIVIENDA EN PREDIOS SOBRE EL DERECHO DE VIA DEL TREN MAYA
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CESAR VELAZQUEZ RUIZ,2022-06-14,2022-12-31,5027166.83,MXN
347,"PROGRAMA DE DESARROLLO TURISTICO DEL CORREDOR CAMPECHE-CALKINI, ESTADO DE CAMPECHE",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,FELIPE OCHOA Y ASOCIADOS SC,2022-09-02,2022-12-30,2152714.25,MXN
348,"SUMINISTRO DE MATERIALES DE CONSTRUCCIÓN PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",IDELFONSO GALLEGOS BERNARD,2022-09-01,2022-09-10,938577,MXN
349,"SERVICIO INTEGRAL DE MANTENIMIENTO, CONSERJERIA Y REGIDURIA DE PISO PARA LAS INSTALACIONES DEL TREN MAYA",Contratos entre entes públicos,"FONATUR Tren Maya, S.A. de C.V.",FONATUR INFRAESTRUCTURA SA DE CV,2022-04-01,2023-03-31,14990656.1,MXN
350,"SERVICIO DE TOPOGRAFIA PARA LOS TRABAJOS DEL CONVENIO PARA LLEVAR SOLUCIONES DE VIVIENDA EN PREDIOS SOBRE EL DERECHO DE VIA DEL TREN MAYA
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUCTORA PAING SA DE CV,2022-06-14,2022-12-31,450000,MXN
351,"SUMINISTRO DE PERFILES Y ACERO DE REFUERZO PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CESAR VELAZQUEZ RUIZ,2022-09-01,2022-09-10,574773,MXN
352,"SERVICIO DE TRASLADO DE ARTÍCULOS Y MATERIALES DE DIFUSIÓN DEL PROYECTO TREN MAYA, DE LA CIUDAD DE MEXICO A TABASCO, CHIAPAS, CAMPECHE, YUCATAN Y QUINTANA ROO",Adjudicación directa,"FONATUR Tren Maya, S.A. de C.V.",MECANNO MAQUINAS HERRAMIENTAS SA DE CV,2022-05-31,2022-12-31,600000,MXN
353,"PROGRAMA DE DESARROLLO TURÍSTICO DE LA ZONA DE INFLUENCIA DE LA ESTACIÓN DEL TREN MAYA EN NUEVO XCÁN, ESTADO DE QUINTANA ROO.",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,INGENIERIA EDMA SA DE CV,2022-09-02,2022-12-31,1620000,MXN
354,SERVIICO DE MAQUILA DE PRODUCTOS DIVERSOS CON IMAGEN DEL PROYECTO TREN MAYA,Adjudicación directa,"FONATUR Tren Maya, S.A. de C.V.",GROUP & SERVICES DIRE SA DE CV,2022-10-27,2022-12-31,567800,MXN
355,"SERVICIO DE APLICACIÓN DE PINTURA PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUCCIONES Y EDIFICACIONES DEL SURESTE Y ASOCIADOS SA DE CV,2022-10-10,2022-12-30,513993,MXN
356,"SERVICIO DE ARRENDAMIENTO DE MAQUINARIA Y EQUIPO PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",GIMASA SA DE CV,2022-10-10,2022-10-19,125660,MXN
357,"SUMINISTRO DE TRATAMIENTO DE AGUA PARA LOS TRABAJOS DE REHABILITACION DEL HOTEL AXKÁN EN TULÚM, Q. ROO.
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUCCIONES Y EDIFICACIONES DEL SURESTE Y ASOCIADOS SA DE CV,2022-05-13,2022-06-22,1156257.41,MXN
358,"SUMINISTRO DE MATERIAL ELÉCTRICO, TUBERÍA PVC Y PINTURA PARA LOS TRABAJOS DE REUBICACIÓN DE UN CORRAL, UN POZO, INSTALACIÓN DE UN AGRO-TANQUE Y UN CAMINO, UBICADOS EN LA FRANJA DEL DERECHO DE VÍA",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",FRANCISCO JAVIER DIAZ DOMINGUEZ,2022-07-22,2022-07-31,146865,MXN
359,"SUMINISTRO DE EQUIPOS DE AIRE ACONDICIONADO PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",GIMASA SA DE CV,2022-06-20,2022-09-02,909386.84,MXN
360,"SERVICIO DE ARRENDAMIENTO DE EQUIPO PARA LOS TRABAJOS DE REUBICACIÓN DE UN CORRAL, UN POZO, INSTALACIÓN DE UN AGRO-TANQUE Y UN CAMINO, UBICADOS EN LA FRANJA DEL DERECHO DE VÍA",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CESAR VELAZQUEZ RUIZ,2022-07-22,2022-07-31,499562,MXN
361,"SUMINISTRO DE MATERIALES DE CONSTRUCCIÓN PARA TRABAJOS DEL CONVENIO PARA LLEVAR SOLUCIONES DE VIVIENDA EN PREDIOS SOBRE EL DERECHO DE VIA DEL TREN MAYA
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",ARQ+3 ARQUITECTOS SA DE CV,2022-04-11,2022-12-31,10250855.21,MXN
362,"SUMINISTRO DE ACCESORIOS PARA TRATAMIENTO DE AGUA DE LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUCCIONES Y EDIFICACIONES DEL SURESTE Y ASOCIADOS SA DE CV,2022-10-25,2022-12-30,497442,MXN
363,"SUMINISTRO DE MATERALES PARA JARDINERÍA DE LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUCCIONES Y EDIFICACIONES DEL SURESTE Y ASOCIADOS SA DE CV,2022-10-10,2022-10-19,50270,MXN
364,"SERVICIO DE ACARREOS PARA LOS TRABAJOS DE REUBICACIÓN DE UN CORRAL, UN POZO, INSTALACIÓN DE UN AGRO-TANQUE Y UN CAMINO, UBICADOS EN LA FRANJA DEL DERECHO DE VÍA",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",ARQ+3 ARQUITECTOS SA DE CV,2022-08-05,2022-08-14,128098,MXN
365,"CONTRATACIÓN PARA LA PRESTACIÓN DEL ""SERVICIO DE TESTIGO SOCIAL PARA EL PROCEDIMIENTO DE LICITACIÓN PÚBLICA INTERNACIONAL ABIERTA QUE CONSISTE EN LA ADQUISICIÓN, SUMINISTRO, DESCARGA Y ACOPIADO DE 62,174.85 TONELADAS MÉTRICAS DE RIEL CALIBRE 115 LBS/YDA DUREZA INTERMEDIA (350 HB) SECCIÓN RE; (6-5/8"" PERALTE, 5-1/2"" PATÍN, 5/8"" ALMA Y 2-23/32"" HONGO), INCLUYE ENTONGADO, DESCARGA Y ACOPIADO EN SITIO PARA EL TRAMO 6 DEL TREN MAYA""",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,INSTITUTO MEXICANO DE AUDITORIA TECNICA AC,2022-08-15,2022-12-31,585017.6,MXN
366,"SERVICIO DE REHABILITACIÓN DE INSTALACIONES ELÉCTRICAS, CONTRAINCENDIO Y VOZ Y DATOS PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",FRANCISCO JAVIER DIAZ DOMINGUEZ,2022-10-10,2022-10-19,473935,MXN
367,SUMINISTRO DE MATERIAL ELÉCTRICO PARA TRABAJOS DEL CONVENIO PARA LLEVAR SOLUCIONES DE VIVIENDA EN PREDIOS SOBRE EL DERECHO DE VIA DEL TREN MAYA,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",IDELFONSO GALLEGOS BERNARD,2022-06-14,2022-12-31,1129510,MXN
368,"SUMINISTRO DE ACCESORIOS, PISOS Y PVC PARA TRABAJOS DEL CONVENIO PARA LLEVAR SOLUCIONES DE VIVIENDA EN PREDIOS SOBRE EL DERECHO DE VIA DEL TREN MAYA
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUCCIONES Y EDIFICACIONES DEL SURESTE Y ASOCIADOS SA DE CV,2022-05-04,2022-12-31,3832423.64,MXN
369,"Adquisición, Suministro, Descarga y Acopiado de 62,174.85 Toneladas Métricas de Riel Calibre 115 LBS/YDA Dureza Intermedia (350 HB) Sección RE; (6-5/8” Peralte, 5-1/2” Patín, 5/8” Alma y 2-23/32” Hongo), Incluye Carga, Embarque, Descarga, Entongado y Acopiado en Sitio para el Tramo 6 del Tren Maya",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,SUMITOMO CORPORATION DE MEXICO,2022-10-14,2023-12-31,2566406205.41,MXN
370,"SERVICIO DE PERFORACIÓN DE POZO PARA LOS TRABAJOS DE REUBICACIÓN DE UN CORRAL, UN POZO, INSTALACIÓN DE UN AGRO-TANQUE Y UN CAMINO, UBICADOS EN LA FRANJA DEL DERECHO DE VÍA",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",FRANCISCO JAVIER DIAZ DOMINGUEZ,2022-07-22,2022-07-31,116433,MXN
371,"SERVICIO DE HABILITACIÓN DE INSTALACIONES ELÉCTRICAS PARA TRABAJOS DEL CONVENIO PARA LLEVAR SOLUCIONES DE VIVIENDA EN PREDIOS SOBRE EL DERECHO DE VIA DEL TREN MAYA
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",ARQ+3 ARQUITECTOS SA DE CV,2022-10-10,2022-10-19,350433,MXN
372,SERVICIO DE APLICACIÓN DE PINTURA PARA TRABAJOS DEL CONVENIO PARA LLEVAR SOLUCIONES DE VIVIENDA EN PREDIOS SOBRE EL DERECHO DE VÍA DEL TREN MAYA,Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUCTORA Y COMERCIALIZADORA OCASA SA DE CV,2022-10-10,2022-10-19,491940,MXN
373,"Adquisición, Suministro, Descarga y Acopiado de 33,729.22 Toneladas Métricas de Riel Calibre 115 LBS/YDA Dureza Intermedia (350 HB) Sección RE; (6-5/8” Peralte, 5-1/2” Patín, 5/8” Alma y 2-23/32” Hongo), Incluye Carga, Embarque, Descarga, Entongado y Acopiado en Sitio para el Tramo 7 del Tren Maya",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ASIMEX DEL CARIBE SA DE CV,2022-11-15,2023-12-31,1250938180.72,MXN
374,"Elaboración del proyecto ejecutivo, suministro de materiales construcción de la plataforma y vía del Tren Maya y las adecuaciones carreteras, correspondiente al tramo comprendido entre la localidad de Chiná, al sur de la ciudad de Campeche, y la localidad de Campo de Tiro, al norte de la ciudad de Campeche
",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,MOTA-ENGIL MEXICO S.A.P.I. de C.V.,2022-02-23,2026-12-31,4023658804,MXN
375,"SUMINISTRO DE MATERIALES DE CONSTRUCCIÓN PARA LOS TRABAJOS DE REUBICACIÓN DE UN CORRAL, UN POZO, INSTALACIÓN DE UN AGRO-TANQUE Y UN CAMINO, UBICADOS EN LA FRANJA DEL DERECHO DE VÍA",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUCTORA Y COMERCIALIZADORA OCASA SA DE CV,2022-07-21,2022-07-31,581498,MXN
376, ACTUALIZACIÓN DEL ANALISIS COSTO-BENEFICIO (ABC) DEL TREN MAYA,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,TRANSCONSULT SA DE CV,2022-08-08,2022-10-02,4300000,MXN
377,"SERVICIO DE MANTENIMIENTO A TABLEROS DE FUERZA EN CUARTO ELÉCTRICO DESUBESTACIÓN, EN EL TRAMO 3, DE MÉRDIA, YUCATÁN",Adjudicación directa,"FONATUR Tren Maya, S.A. de C.V.",MENALJA EQUIPOS ELECTRICOS INDUSTRIALES SA DE CV,2022-03-17,2022-03-26,82111.27,MXN
378,"SUMINISTRO DE FOLLAJE SINTÉTICO PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CESAR VELAZQUEZ RUIZ,2022-10-10,2022-10-19,268500,MXN
379,ACTUALIZACIÓN DE LA ESTIMACIÓN DE OFERTA Y DEMANDA DEL TREN MAYA,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,STEER DAVIES & GLEAVE MEXICO SA DE CV,2022-07-07,2022-10-13,5660214.53,MXN
380,"SUMINISTRO DE EQUIPO DE AIRE ACONDICIONADO PARA LOS TRABAJOS DE REHABILITACION DEL HOTEL AXKÁN EN TULÚM, Q. ROO.
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",GIMASA SA DE CV,2022-05-13,2022-05-22,581015.32,MXN
381,"SERVICIO DE ARRENDAMIENTO DE MAQUINARIA PARA TRABAJOS DEL CONVENIO PARA LLEVAR SOLUCIONES DE VIVIENDA EN PREDIOS SOBRE EL DERECHO DE VIA DEL TREN MAYA
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",MANUEL GRANIEL ZENTENO,2022-06-14,2022-12-31,12592536,MXN
382,"SERVICIO DE TESTIGO SOCIAL PARA ELPROCEDIMIENTO DE LICITACION PÚBLICA INTERNACIONAL ABIERTA QUE CONSISTE EN LA ADQUISICION, SUMINISTRO, DESCARGA Y ACOPIADO DE 33,729.22 TONELADAS MÉTRICAS DE RIEL CALIBRE 115 LBS/YDA DUREZA INTERMEDIA (350HB) SECCIÓN RE; (6-5/8"" PERALTE, 51/2"" PATIN 5/8""ALMA Y 2-23/32"" HONGO"" INCLUYE CARGA, EMBARQUE, DESCARGA ENTONGADO Y ACOPIADO EN SITIO PARA EL TRAMO 7 DEL TREN MAYA""",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ACADEMIA DE INGENIERIA AC,2022-09-12,2022-12-31,577704.88,MXN
383,"SUMINISTRO DE PINTURA E IMPERMEABILIZANTE PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",FRANCISCO JAVIER DIAZ DOMINGUEZ,2022-09-21,2022-12-30,496620,MXN
384,"SERVICIOS DE ALBAÑILERÍA PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CESAR VELAZQUEZ RUIZ,2022-10-10,2022-10-19,501873,MXN
385,"SERVICIO DE INSTALACIÓN DE PISOS PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",GIMASA SA DE CV,2022-10-10,2022-10-19,474495,MXN
386,"SERVICIO DE ARRENDAMIENTO DE PICK UP PARA TRABAJOS DEL CONVENIO PARA LLEVAR SOLUCIONES DE VIVIENDA EN PREDIOS SOBRE EL DERECHO DE VIA DEL TREN MAYA
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",GIMASA SA DE CV,2022-05-09,2022-12-19,360000,MXN
387,"SUMINISTRO DE ACCESORIOS PARA BAÑO PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",FRANCISCO JAVIER DIAZ DOMINGUEZ,2022-05-13,2022-05-22,1325252.52,MXN
388,"SUMINISTRO DE MATERIAL ELÉCTRICO, CCTV Y PARA SISTEMA DE ALARMA DE INCENDIOS PARA LOS TRABAJOS DE REHABILITACIÓN DEL HOTEL AXKÁN EN TULÚM, Q. ROO.",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUCCIONES Y EDIFICACIONES DEL SURESTE Y ASOCIADOS SA DE CV,2022-09-21,2022-12-30,2124684,MXN
389,"SUMINISTRO DE MADERA, PINTURA Y HERRAMIENTA MENOR PARA TRABAJOS DEL CONVENIO PARA LLEVAR SOLUCIONES DE VIVIENDA EN PREDIOS SOBRE EL DERECHO DE VIA DEL TREN MAYA
",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",CONSTRUCTORA Y COMERCIALIZADORA OCASA SA DE CV,2022-05-04,2022-12-31,3405020.89,MXN
